,Date,TR ID,Subject_1,Subject_2,Ratio
0,2022-02-10,"('06798511314-27',)",reducing the use and risk of chemical pesticides,vtc meeting on the proposal of the revision of the sustainable use of pesticides directive.,54.0
1,2022-03-29,"('165202837974-32',)","digital markets act and digital services act, data act",data policy and dsa,53.0
3,2022-03-29,"('165202837974-32',)","digital markets act and digital services act, data act",data policy and dsa,53.0
0,2022-09-06,"('3394026642-58',)",sustainable finance,"global gas markets, investments in green hydrogen and repowereu objectives with respect to diversification of gas supply, energy savings and renewable energy acceleration",53.0
0,2022-07-13,"('6504541970-40',)",green transition in automotive,dr steg would like to discuss present situation and his view on industry policy eu,53.0
3,2020-02-18,"('803034333635-05',)",relations euandus on trade matters,"new commissions political priorities, including the green deal, digitalisation and industrial strategy, eu - us trade negotiations, impact of brexit on economy",53.0
4,2022-09-28,"('785157016077-28',)","basel, digital euro",basel implementation and open finance,53.0
3,2021-10-27,"('33858106461-10',)",state of play of the economic situation in the cee region,economic and investment plan of the western balkans,53.0
0,2021-04-14,"('793038613858-32',)",follow up to the offshore renewable energy strategy,"to discuss the implementation of the offshore renewable energy strategy and how the offshore coalition for energy and nature's can support this, in particular with regards to the planned ""communities of practice"".",53.0
0,2023-04-26,"('0330934426-12',)",eu cybersecurity policy agenda,digital and democracy agenda,53.0
2,2023-09-27,"('478977744955-91',)","present mundys in more detail, discuss their activities and investments in europe and how mundys can support the green and digital transition under the eu agenda.",meeting with mundys - presentation about their work and priorities,53.0
0,2023-10-09,"('641483424039-61',)",discussion on the gdpr as an international norm in the framework of the digital strategy of the eu (in particular with regards vietnam).,exchange on the global gateway,53.0
0,2023-11-15,"('280473541702-47',)","broad exchange on competitiveness and strategic autonomy, single market functioning and bioeconomy",forest monitoring,53.0
0,2021-01-20,"('90142503473-81',)",data protection,"schrems ii, the eu data strategy and digital sovereignty",53.0
6,2021-01-26,"('36529354479-57',)",exchange on covid-19 impact on culture and creative sector,rebuilding europe: the cultural and creative economy before and after covid-19,53.0
1,2021-01-26,"('36529354479-57',)",the impact of the crisis on the cultural sector,conference on the future of europe,53.0
0,2023-06-22,"('73085531345-65',)","future of the cap, role of the farmers, green transformation of agriculture and implementation of the farm-to-fork and biodiversity",discussion on the implementation of german strategic plan,53.0
0,2023-10-24,"('04877777421-88',)",sme relief package and late payment rules,discussion on late payments directive,53.0
0,2020-05-07,"('049060636194-17',)",green deal and economic recovery,"eu's economic response to covid19 crisis, european green deal and sustainable finance",53.0
0,2020-06-30,"('84973761187-60',)",discussion du plan de relance pour l'ecosysteme du commerce et de la distribution,eu trade policy,53.0
0,2022-06-07,"('28666427835-74',)",code of conduct,"dsa, dma, ai, financing of telecom networks.",53.0
0,2022-04-26,"('844755843952-38',)",digital payments and digital euro,"instant payments, psd2 review.",53.0
0,2023-09-18,"('070028236358-54',)","semiconductors industry, export controls",semiconductor-related developments,53.0
1,2022-05-18,"('909481346459-35',)",digital finance,"discuss innovation in online payments in the eu, competition in the banking sector, the future of online shopping and online platforms, allowing consumers to own their data and what more we can do to support the growth of the eu's digital economy.",53.0
0,2020-01-29,"('3954187491-70',)",european green deal,"green deal, investment plan, renewable energy",53.0
0,2020-01-20,"('0801162959-21',)","disinformation, artificial intelligence","e-evidence, ai",52.0
1,2020-01-20,"('0801162959-21',)","disinformation, artificial intelligence","e-evidence, ai",52.0
1,2021-07-08,"('1771817758-48',)","upcoming eu initiatives in energy related legislation (""fit for 55"" package).",regulatory initiatives and policy issues,52.0
1,2024-10-01,"('03181945560-59',)",ai and disinformation,digital policy issues and data protection,52.0
0,2024-11-14,"('10257354120-19',)",sustainable aviation fuels (saf),"* overview of neste's activities 
* saf",52.0
1,2021-11-10,"('2732167674-76',)",defense and space,eu space policy,52.0
5,2023-02-17,"('557467520774-65',)","exchange to allow kkr to provide its views as us based large long term investor, and explain how kkr can contribute to the realisation of some of the us-eu's agenda regarding sustainability.",taxonomy and sustainability reporting,52.0
1,2022-09-07,"('365747616583-15',)",digital services act and emfa,compliance with dsa and dma,52.0
0,2022-04-27,"('582824527068-76',)",future cooperation on strategic foresight with sitra,innovation and security,52.0
0,2022-06-09,"('214140728444-40',)",climate data platform,climate and energy transition,52.0
0,2022-05-04,"('55888811123-49',)",recovery of ukraine,economic governance,52.0
3,2021-12-03,"('547949121038-83',)","cancer screening tests, illumina-grail merger",presentation of the merger case illumina and grail,52.0
0,2020-06-25,"('25487567824-45',)",covid19 impact on industry sector,"green recovery, role of industry in achieving climate neutrality and green deal objectives.",52.0
0,2021-09-06,"('428294520891-74',)","migration and mobility, vienna migration conference 2021",pact for migration and asylum,52.0
1,2020-02-04,"('849798415326-80',)",trade relations with russia,the impact of us sanctions on european businesses in russia,52.0
0,2020-01-22,"('389561426715-93',)",green deal and road transport,logistics and freight transport and green deal,51.0
3,2023-02-17,"('557467520774-65',)",sustainable investment in the eu,"exchange to allow kkr to provide its views as us based large long term investor, and explain how kkr can contribute to the realisation of some of the us-eu's agenda regarding sustainability.",51.0
0,2021-01-27,"('049060636194-17',)","panel discussion on building a net-zero, nature-positive economy and how the private sector can support the european green deal ambitious targets",financing the 'net zero' transactions,51.0
0,2020-02-19,"('58744833263-19',)","participation in ""getting zero emission trucks on the road"" event","-	infrastructure for zero emission cars and trucks - afid revision, -	supply of zero emission cars and trucks - co2 standards , -	financing mechanisms for private charging infrastructure",51.0
0,2024-03-04,"('535574753026-48',)",global gateway support for renewable hydrogen,"curtesy visit and presenting their renewable hydrogen (rh2) value chain initiatives,",51.0
0,2022-11-15,"('950920645824-76',)",overview of financial services policies,"economic governance review, recovery and resilience facility, macroeconomic policy, energy policy",51.0
0,2021-01-29,"('806327336072-56',)",sustainable finance - eu taxonomy,eu taxonomy for sustainable activities,51.0
1,2021-01-29,"('806327336072-56',)",sustainable finance - eu taxonomy,eu taxonomy for sustainable activities,51.0
0,2022-10-11,"('03181945560-59',)","google sustainability summit ""technology and partnership accelerating climate action"": speech on digital for european green deal",digitals tools for greening other industrial sectors,51.0
1,2023-06-06,"('79019799690-13',)",sustainable development and sme financing,"- global gateway
*      kfw's promotional platform for financing green hydrogen (ptx)
. efsd+ guarantees",51.0
0,2020-02-04,"('62536168216-12',)",digital policy,"sustainability, plastics and the green deal",50.0
2,2022-09-05,"('56362448807-46',)",eu policies.,"due diligence, forced labour",50.0
0,2020-06-22,"('872244238453-63',)",virtual meeting with european society of intensive care medicine to discuss medicines shortages during the pandemic.,vc meeting on vc meeting on training of clinicians in intensive care,50.0
0,2020-10-01,"('10257354120-19',)",transport,decarbonisation of road and the sustainable mobility strategy,50.0
0,2024-06-19,"('95574664768-90',)",current situation of the automotive industry,european research and innovation policy and industrial competitiveness,50.0
4,2021-12-03,"('547949121038-83',)",healthcare benefits of cancer test,"presentation  of an early screening test  by  a  cancer screening start-up. its impact on health, early detection of cancer and especially on most vulnerable groups was discussed in the context of equality policy and the eu beating cancer strategy",50.0
0,2023-06-29,"('91216972728-77',)","european media freedom act, dma, audiovisual policy",digital market act,50.0
0,2023-07-05,"('1849405799-88',)",eu energy platform,"electricity market design reform, hydrogen strategy",50.0
0,2020-01-15,"('283792032249-12',)",transports,grand paris express,50.0
